theta phi time lbol MU MB MV MR MI MJ
0.899999488481 2.8274 4.0 1.66200981443e+42 -17.0817440706 -16.0207754034 -15.8449466596 -15.5618002321 -15.7173173441 -15.2957337878
0.899999488481 3.0369 4.0 1.68405053759e+42 -17.074482112 -15.9590167953 -15.8326632377 -15.6497713346 -15.7671528393 -15.489131107
0.899999488481 3.2463 4.0 1.67933502549e+42 -17.0651374074 -15.9990958363 -15.8036989914 -15.5985869018 -15.7198161686 -15.5078669217
0.899999488481 3.4557 4.0 1.63983885006e+42 -17.0486916592 -15.9935212366 -15.7698495733 -15.5784064993 -15.7352386893 -15.3745465467
0.899999488481 3.6652 4.0 1.56496095927e+42 -17.061773148 -15.9552051168 -15.8179038705 -15.5556944591 -15.5991407097 -15.4246435095
0.899999488481 3.8746 4.0 1.52455947541e+42 -17.0238275406 -15.9569883294 -15.7576372043 -15.5409522283 -15.6236026473 -15.3158395304
0.899999488481 4.0841 4.0 1.4834305889e+42 -16.9727861126 -15.8994887518 -15.7518142282 -15.5609263894 -15.7308588991 -15.4329037056
0.899999488481 4.2935 4.0 1.49444616628e+42 -16.9748885835 -15.980329267 -15.7852910331 -15.5596157361 -15.6449809479 -15.4500221094
0.899999488481 4.5029 4.0 1.54691255639e+42 -17.0360714425 -15.9700825811 -15.7911190683 -15.5514314085 -15.7458734791 -15.3785889802
0.899999488481 4.7124 4.0 1.62668774173e+42 -17.0579900212 -16.0126992353 -15.8044688955 -15.593438088 -15.7420649654 -15.3585131963
0.899999488481 4.9218 4.0 1.6192944155e+42 -17.0806572032 -15.9930892317 -15.8079634202 -15.6003799669 -15.715602886 -15.4534135934
0.899999488481 5.1313 4.0 1.63034671495e+42 -17.0683094388 -16.0039050816 -15.8054708843 -15.580143028 -15.8334092453 -15.5342438548
0.899999488481 5.3407 4.0 1.63765458471e+42 -17.0855476564 -16.0214660708 -15.7305488238 -15.590205791 -15.7651872216 -15.4455811013
0.899999488481 5.5501 4.0 1.59244210494e+42 -17.0318605822 -15.965185188 -15.732769816 -15.5553263366 -15.7175659056 -15.3629491236
0.899999488481 5.7596 4.0 1.54147273415e+42 -16.9739094313 -15.9041912492 -15.7805635954 -15.5305602068 -15.6772615651 -15.3987086611
0.899999488481 5.969 4.0 1.44760972119e+42 -16.8852972977 -15.8197147052 -15.6710485694 -15.4726761725 -15.6659049307 -15.3126557329
0.899999488481 6.1785 4.0 1.35790847028e+42 -16.8429056055 -15.7922819542 -15.5884593303 -15.3649314255 -15.5809768477 -15.3238392585
0.833333427513 0.1047 4.0 1.18760502572e+42 -16.6781081026 -15.6629367248 -15.5239340997 -15.2853479726 -15.4687445168 -15.2731298474
0.833333427513 0.3142 4.0 9.67841003952e+41 -16.5093614881 -15.4949107127 -15.3299988043 -15.1593655981 -15.3312537716 -15.0188282236
0.833333427513 0.5236 4.0 8.11906059497e+41 -16.3663245941 -15.3058299906 -15.2127229423 -15.0373616383 -15.1179585909 -15.0986471803
0.833333427513 0.733 4.0 7.16077455406e+41 -16.2140222598 -15.2684130132 -15.1461053957 -14.9460632357 -15.1216924925 -14.9568927339
0.833333427513 0.9425 4.0 6.77487291317e+41 -16.213042367 -15.1340540042 -15.1488992782 -14.9896534881 -15.1388092552 -14.8598265234
0.833333427513 1.1519 4.0 7.52879473172e+41 -16.3268564933 -15.2604084634 -15.229528752 -15.087073408 -15.2615215315 -14.9688136209
0.833333427513 1.3614 4.0 8.58218047109e+41 -16.4444994279 -15.4177264246 -15.261755568 -15.1992774358 -15.4100072288 -14.9945505
0.833333427513 1.5708 4.0 1.08978872545e+42 -16.6175541256 -15.6373731791 -15.5142791445 -15.3197008934 -15.4766304514 -15.175664792
0.833333427513 1.7802 4.0 1.23483343652e+42 -16.778656771 -15.6837597279 -15.5512905445 -15.420101117 -15.4473014227 -15.1974980105
0.833333427513 1.9897 4.0 1.37729892075e+42 -16.8509667481 -15.7885444682 -15.7114712577 -15.4528944695 -15.6025483257 -15.3224899354
0.833333427513 2.1991 4.0 1.52886388771e+42 -16.9330970211 -15.8935200155 -15.7471691559 -15.5390339823 -15.6533869534 -15.3286623397
0.833333427513 2.4086 4.0 1.65322111049e+42 -17.0401850158 -15.9674847747 -15.7653889264 -15.569168846 -15.7472605743 -15.4407639494
0.833333427513 2.618 4.0 1.75834780399e+42 -17.1137131331 -16.0340438871 -15.8487350391 -15.6369352816 -15.7933200761 -15.5102349669
0.833333427513 2.8274 4.0 1.79628168002e+42 -17.1149531178 -16.030442254 -15.8384324789 -15.6489469121 -15.8125476686 -15.4766287254
0.833333427513 3.0369 4.0 1.8125641346e+42 -17.1202268535 -16.0283210171 -15.8596389511 -15.6374592289 -15.817057975 -15.4687834576
0.833333427513 3.2463 4.0 1.81178401501e+42 -17.1317201213 -16.0504672015 -15.9070375096 -15.5992538102 -15.7709209567 -15.4957852907
0.833333427513 3.4557 4.0 1.71547803586e+42 -17.0706910449 -15.9985690602 -15.8496527801 -15.5937502295 -15.7310696933 -15.4358045922
0.833333427513 3.6652 4.0 1.63089632371e+42 -17.057779677 -15.9953586617 -15.7476889022 -15.511809957 -15.6887079968 -15.2402792895
0.833333427513 3.8746 4.0 1.53064537981e+42 -17.0434192973 -15.9369158549 -15.7511818315 -15.5447348043 -15.7379615024 -15.3026281447
0.833333427513 4.0841 4.0 1.48371105239e+42 -16.9994439725 -15.9224224343 -15.7497334638 -15.5111845259 -15.5722152413 -15.2151596494
0.833333427513 4.2935 4.0 1.49908019156e+42 -17.0365617971 -15.9566563032 -15.764392432 -15.5277970973 -15.6913207236 -15.2110852339
0.833333427513 4.5029 4.0 1.57713686463e+42 -17.0590387301 -15.9784372682 -15.7980434029 -15.5809074249 -15.6770141502 -15.4283874382
0.833333427513 4.7124 4.0 1.68855223278e+42 -17.0904779823 -16.0310280814 -15.8581858469 -15.6232824826 -15.7843256048 -15.5950135629
0.833333427513 4.9218 4.0 1.72145836071e+42 -17.1362112939 -16.0204114278 -15.8166570749 -15.6306831339 -15.8269222431 -15.5650834097
0.833333427513 5.1313 4.0 1.7595767447e+42 -17.1100218646 -16.0608549654 -15.8315027963 -15.645294007 -15.8114962099 -15.4270896356
0.833333427513 5.3407 4.0 1.72569997663e+42 -17.0987266773 -16.0129691895 -15.8169148406 -15.6271344017 -15.7362984019 -15.3646325862
0.833333427513 5.5501 4.0 1.68324695681e+42 -17.0651456665 -15.9604258799 -15.7541600129 -15.6313280023 -15.775061433 -15.4308786687
0.833333427513 5.7596 4.0 1.63009190493e+42 -16.9816822712 -15.9432065381 -15.7696497962 -15.5667028725 -15.7432099822 -15.3466718339
0.833333427513 5.969 4.0 1.51850821052e+42 -16.9370879094 -15.8468078926 -15.6095633168 -15.4930638935 -15.6318969721 -15.2478546095
0.833333427513 6.1785 4.0 1.41967694776e+42 -16.854596424 -15.7922405652 -15.6029042973 -15.4648911139 -15.5087751291 -15.2939727168
0.766666724823 0.1047 4.0 1.19028375657e+42 -16.6671838481 -15.5957249177 -15.4625048377 -15.2510382909 -15.3171908933 -15.0296849933
0.766666724823 0.3142 4.0 9.48675875772e+41 -16.4290381318 -15.4310551168 -15.3093712927 -15.0935317165 -15.1874839 -15.0675155801
0.766666724823 0.5236 4.0 7.2379160542e+41 -16.2352033132 -15.1967178825 -15.1475593057 -14.9854309404 -15.0779362868 -14.7426765943
0.766666724823 0.733 4.0 6.18923646448e+41 -16.1521718671 -15.0823312591 -15.0340085583 -14.8775856951 -15.0424526243 -14.7603593173
0.766666724823 0.9425 4.0 5.85608787896e+41 -15.9729260408 -15.0253944868 -15.0123935964 -14.8766072627 -15.1285358935 -14.8811939395
0.766666724823 1.1519 4.0 6.51265569951e+41 -16.1630132346 -15.1201909424 -15.098902901 -15.0245136486 -15.1248266593 -14.9369814763
0.766666724823 1.3614 4.0 7.75093519035e+41 -16.3371915759 -15.2964598446 -15.2391245697 -15.0434322005 -15.1976466808 -15.0199817718
0.766666724823 1.5708 4.0 1.03613163708e+42 -16.5448634343 -15.4980568373 -15.3550410144 -15.3061868333 -15.4844847178 -15.1941000012
0.766666724823 1.7802 4.0 1.25780154886e+42 -16.7106830272 -15.6738427532 -15.5824819971 -15.3950427349 -15.5871219714 -15.2869540723
0.766666724823 1.9897 4.0 1.4109167702e+42 -16.8377854978 -15.7508386888 -15.7463594355 -15.5034991345 -15.5977938372 -15.4167992263
0.766666724823 2.1991 4.0 1.60441499705e+42 -16.9804735164 -15.9102571757 -15.789727842 -15.5649206743 -15.7078141561 -15.3854729751
0.766666724823 2.4086 4.0 1.76026698272e+42 -17.0625098665 -16.0200145424 -15.8578148573 -15.5936507866 -15.7032200039 -15.435913259
0.766666724823 2.618 4.0 1.82985930237e+42 -17.1276786583 -16.0258887098 -15.8545971737 -15.6563421017 -15.8611882933 -15.4470632489
0.766666724823 2.8274 4.0 1.89841892468e+42 -17.1861738354 -16.0866508008 -15.8489436712 -15.6578441796 -15.797452081 -15.450487662
0.766666724823 3.0369 4.0 1.9397993289e+42 -17.2025858049 -16.1413869905 -15.9355522277 -15.6555431639 -15.7854005498 -15.6120699294
0.766666724823 3.2463 4.0 1.89002718336e+42 -17.175236167 -16.0785945766 -15.8505525035 -15.6336828219 -15.843170502 -15.4370494725
0.766666724823 3.4557 4.0 1.75738966726e+42 -17.1234648446 -16.0212452887 -15.7875505976 -15.5940638125 -15.7251221336 -15.4698242025
0.766666724823 3.6652 4.0 1.66320200755e+42 -17.0478422365 -16.0161948491 -15.7903141252 -15.5356037986 -15.7232822988 -15.4327387784
0.766666724823 3.8746 4.0 1.53814617817e+42 -17.0196328068 -15.9158447568 -15.7049203348 -15.4943735499 -15.7087021108 -15.2749610414
0.766666724823 4.0841 4.0 1.49195158806e+42 -17.0204822342 -15.9168234457 -15.7410425111 -15.522706989 -15.640586351 -15.401442551
0.766666724823 4.2935 4.0 1.48931532209e+42 -17.0306086146 -15.9378309634 -15.7269173457 -15.5015937968 -15.6468379197 -15.4279861645
0.766666724823 4.5029 4.0 1.58238566923e+42 -17.0414966056 -15.9941743769 -15.8057312275 -15.6037464399 -15.6806790223 -15.3390506639
0.766666724823 4.7124 4.0 1.740532423e+42 -17.1148533162 -16.0573054625 -15.8322109221 -15.661264105 -15.821482591 -15.6661241033
0.766666724823 4.9218 4.0 1.76916873538e+42 -17.1484070388 -16.0509909432 -15.8600604597 -15.6410025868 -15.8019070367 -15.5204468099
0.766666724823 5.1313 4.0 1.83809835508e+42 -17.1540733791 -16.0996490392 -15.9114568894 -15.7159114825 -15.8641961972 -15.4953061564
0.766666724823 5.3407 4.0 1.82210611706e+42 -17.1359916674 -16.0167431242 -15.8491137536 -15.6279034263 -15.8081658888 -15.579664219
0.766666724823 5.5501 4.0 1.7640980709e+42 -17.0830862525 -15.9885393591 -15.7868425947 -15.602103234 -15.7884521309 -15.5728806327
0.766666724823 5.7596 4.0 1.72064373398e+42 -17.0563233879 -15.9719853524 -15.7281053653 -15.5767752173 -15.6655476307 -15.4710450031
0.766666724823 5.969 4.0 1.60688748081e+42 -16.9572504756 -15.8813773367 -15.6154055359 -15.4774674693 -15.5610552696 -15.3659035783
0.766666724823 6.1785 4.0 1.47249675324e+42 -16.8393819192 -15.7958440532 -15.6271015551 -15.4093692298 -15.566424271 -15.3207178681
0.699999950133 0.1047 4.0 1.21016447103e+42 -16.6681473515 -15.5606514749 -15.4446850208 -15.2333856316 -15.4059452008 -15.0145091015
0.699999950133 0.3142 4.0 9.08726419984e+41 -16.3299577989 -15.3256537104 -15.2376013099 -15.0726122008 -15.36068848 -14.7460447931
0.699999950133 0.5236 4.0 6.66311555507e+41 -16.1161652505 -15.1121087825 -15.0348735214 -14.8763025488 -15.0289936139 -14.8142172649
0.699999950133 0.733 4.0 5.18752883652e+41 -15.8515848158 -14.8747773516 -14.8493526381 -14.7219284192 -14.8804363248 -14.9052760008
0.699999950133 0.9425 4.0 5.01767734297e+41 -15.8516073533 -14.8959977164 -15.0140059375 -14.7478141937 -14.9762946538 -14.7079068028
0.699999950133 1.1519 4.0 5.64354831465e+41 -16.0045255524 -14.9950402061 -15.0361427825 -14.8758629199 -15.1035433629 -14.8117542917
0.699999950133 1.3614 4.0 7.1171028976e+41 -16.2131087808 -15.1904916256 -15.2023749005 -15.0411210596 -15.146099542 -14.7519040346
0.699999950133 1.5708 4.0 1.00300271513e+42 -16.4692221206 -15.4718665826 -15.4727205917 -15.2382711091 -15.4295443134 -15.0958778639
0.699999950133 1.7802 4.0 1.24544232588e+42 -16.7040260524 -15.6487604101 -15.5837659316 -15.4000696048 -15.5663411155 -15.2720289946
0.699999950133 1.9897 4.0 1.44062084082e+42 -16.8457490766 -15.8044752322 -15.6726517386 -15.4698685793 -15.6628547315 -15.4368992301
0.699999950133 2.1991 4.0 1.65047131052e+42 -16.9795912834 -15.8965503202 -15.7893117312 -15.6518930286 -15.7563300492 -15.4394100907
0.699999950133 2.4086 4.0 1.80154231453e+42 -17.0905594919 -15.9839973202 -15.8487357175 -15.6543105007 -15.8029095494 -15.3906104424
0.699999950133 2.618 4.0 1.91630156056e+42 -17.1299039255 -16.0296554851 -15.8741392447 -15.723092307 -15.9665318404 -15.5234668444
0.699999950133 2.8274 4.0 2.01099998342e+42 -17.1902462916 -16.1148980404 -15.9476000781 -15.751662466 -15.8817221927 -15.4742557886
0.699999950133 3.0369 4.0 1.99640655705e+42 -17.1894019908 -16.0923568749 -15.9495373231 -15.7269137508 -15.8184418854 -15.5519339645
0.699999950133 3.2463 4.0 1.92585189974e+42 -17.2149059887 -16.0639572989 -15.8563645418 -15.6999269462 -15.8381047488 -15.4584377326
0.699999950133 3.4557 4.0 1.80244132953e+42 -17.1393978684 -16.0493331913 -15.8506474948 -15.5705934001 -15.7735231389 -15.4294479212
0.699999950133 3.6652 4.0 1.64506460113e+42 -17.0484042337 -15.9410788852 -15.7467705094 -15.5009394331 -15.6554874463 -15.37212291
0.699999950133 3.8746 4.0 1.52788555752e+42 -17.0113280356 -15.9205950531 -15.6665150853 -15.5014778364 -15.7032450342 -15.1869071931
0.699999950133 4.0841 4.0 1.48372546722e+42 -17.0247912525 -15.9032016937 -15.7015665616 -15.4993897087 -15.6086505409 -15.391662687
0.699999950133 4.2935 4.0 1.50136711296e+42 -16.9996208937 -15.9419987736 -15.7872437492 -15.5174703877 -15.6954611617 -15.4076129105
0.699999950133 4.5029 4.0 1.57036828224e+42 -17.0649389235 -15.9800172857 -15.738651928 -15.538427474 -15.7516230341 -15.3312500594
0.699999950133 4.7124 4.0 1.77935669841e+42 -17.1092885977 -16.0833396443 -15.8314391621 -15.6426223268 -15.7857988391 -15.5086233723
0.699999950133 4.9218 4.0 1.84989375524e+42 -17.1640738572 -16.0991042562 -15.9351960439 -15.693306833 -15.8509972261 -15.4534651403
0.699999950133 5.1313 4.0 1.86682100889e+42 -17.1394836798 -16.074701955 -15.9066486926 -15.7134762397 -15.8826344312 -15.5330599583
0.699999950133 5.3407 4.0 1.87511288325e+42 -17.1532189748 -16.0499260662 -15.9121647834 -15.6703067607 -15.7602632331 -15.4991107331
0.699999950133 5.5501 4.0 1.85632563051e+42 -17.1244537513 -16.0266253591 -15.8204635702 -15.6560356008 -15.8800117581 -15.4632242516
0.699999950133 5.7596 4.0 1.75812446618e+42 -17.0324970546 -15.9741779698 -15.7121834709 -15.5921296654 -15.7582634784 -15.3970041058
0.699999950133 5.969 4.0 1.62628658459e+42 -16.9445692129 -15.8386729233 -15.7109513515 -15.472646324 -15.6647519921 -15.2234044019
0.699999950133 6.1785 4.0 1.4860148512e+42 -16.8337540364 -15.7624540243 -15.5428692911 -15.4645412477 -15.5812879788 -15.2764022152
0.633332249563 0.1047 4.0 1.19733659299e+42 -16.6100293244 -15.5152119223 -15.4370533786 -15.178893717 -15.2199463207 -14.9835030439
0.633332249563 0.3142 4.0 8.90700340901e+41 -16.3496696006 -15.2584280652 -15.1685805698 -14.9857515975 -15.11329695 -14.8211731339
0.633332249563 0.5236 4.0 6.23608098899e+41 -15.9705812253 -14.9863997095 -15.0101546941 -14.8303017074 -15.0561347232 -14.6224891177
0.633332249563 0.733 4.0 4.45217627089e+41 -15.7148751309 -14.7272329443 -14.698029977 -14.6356497126 -14.8457050749 -14.6350151987
0.633332249563 0.9425 4.0 4.12877995867e+41 -15.6205707999 -14.6188299767 -14.7838827485 -14.7003802097 -14.8508866291 -14.6373918985
0.633332249563 1.1519 4.0 5.05332895862e+41 -15.8069379285 -14.8488607076 -14.9083389156 -14.7822899806 -14.9530822982 -14.9544950213
0.633332249563 1.3614 4.0 6.70508940451e+41 -16.1271013478 -15.1175259849 -15.1113569464 -15.0120029666 -15.2299503399 -14.7879887176
0.633332249563 1.5708 4.0 9.89425324092e+41 -16.4408254022 -15.4456588744 -15.3862789667 -15.2718474742 -15.3739063496 -15.1539599277
0.633332249563 1.7802 4.0 1.24908475792e+42 -16.6645956829 -15.6258447239 -15.5682865034 -15.3699649754 -15.5410397286 -15.2353706625
0.633332249563 1.9897 4.0 1.50732600197e+42 -16.8702848688 -15.8322231318 -15.6950013725 -15.5517228532 -15.749532703 -15.5249671271
0.633332249563 2.1991 4.0 1.7066788036e+42 -16.9980307954 -15.9607779881 -15.8220354953 -15.606947582 -15.7660436559 -15.4051927541
0.633332249563 2.4086 4.0 1.87124545875e+42 -17.074051009 -16.0271168526 -15.8621254178 -15.6653318763 -15.83600879 -15.483100042
0.633332249563 2.618 4.0 1.99251042412e+42 -17.1459262614 -16.0817928909 -15.8728351911 -15.6464232617 -15.9165882998 -15.5508808493
0.633332249563 2.8274 4.0 2.05179019604e+42 -17.235460181 -16.1358938477 -15.9227667973 -15.7310908025 -15.9190461347 -15.4704728601
0.633332249563 3.0369 4.0 2.07652337869e+42 -17.2278013472 -16.1645919258 -15.9583180906 -15.6840185439 -15.765634508 -15.6232949819
0.633332249563 3.2463 4.0 1.97175547577e+42 -17.1855337004 -16.0826157952 -15.8952223586 -15.6664162742 -15.8585858308 -15.4432251238
0.633332249563 3.4557 4.0 1.84082310297e+42 -17.1282557977 -16.0219189121 -15.8065556453 -15.5784844276 -15.7458706651 -15.324100982
0.633332249563 3.6652 4.0 1.66757972698e+42 -16.9972435064 -15.9237421824 -15.7261649153 -15.4803879148 -15.5923631821 -15.3341769476
0.633332249563 3.8746 4.0 1.51646033351e+42 -16.9806926858 -15.938282635 -15.7034060355 -15.466368075 -15.6798766888 -15.2134024111
0.633332249563 4.0841 4.0 1.44500254823e+42 -16.9308989659 -15.9053103041 -15.6862915646 -15.4896796086 -15.64050169 -15.3138297196
0.633332249563 4.2935 4.0 1.44546776156e+42 -16.9561628245 -15.8743553997 -15.6885708737 -15.4718438148 -15.6451972674 -15.4537391994
0.633332249563 4.5029 4.0 1.59444135342e+42 -17.0372688363 -16.0181159221 -15.8195751249 -15.5921870672 -15.7310744256 -15.392965878
0.633332249563 4.7124 4.0 1.78098422565e+42 -17.135434811 -16.0591285775 -15.8852364068 -15.6668601713 -15.8051558106 -15.5743518204
0.633332249563 4.9218 4.0 1.85345275537e+42 -17.1492560508 -16.0596163469 -15.8719688483 -15.7027531109 -15.8909146666 -15.5456465233
0.633332249563 5.1313 4.0 1.91823464978e+42 -17.1512257447 -16.1036378192 -15.8824116437 -15.7029522863 -15.8601684175 -15.530809769
0.633332249563 5.3407 4.0 1.92682665038e+42 -17.1519862891 -16.046045767 -15.8695313192 -15.6989050579 -15.8899933443 -15.5626005294
0.633332249563 5.5501 4.0 1.90819602639e+42 -17.1012234342 -16.053578785 -15.8648408978 -15.6589299152 -15.7655310191 -15.4827940885
0.633332249563 5.7596 4.0 1.80914405013e+42 -17.042097038 -15.997743313 -15.7693230431 -15.539291078 -15.6909959718 -15.432839222
0.633332249563 5.969 4.0 1.69985106217e+42 -16.9499596405 -15.9037867396 -15.6755142438 -15.4537542514 -15.6617125743 -15.3140060706
0.633332249563 6.1785 4.0 1.5284036795e+42 -16.8136460532 -15.7804538998 -15.588482302 -15.3272753459 -15.5457225397 -15.2158011128
0.566666553908 0.1047 4.0 1.23483020138e+42 -16.6024654546 -15.5329148387 -15.3774088064 -15.1260579042 -15.3796643404 -15.1930563012
0.566666553908 0.3142 4.0 8.83752134537e+41 -16.2777451604 -15.186819561 -15.0816988505 -14.9627914096 -15.2298800171 -14.8879998115
0.566666553908 0.5236 4.0 5.87936769556e+41 -15.8668606342 -14.8651970367 -14.80795051 -14.6769539589 -14.9692902435 -14.6472490122
0.566666553908 0.733 4.0 3.83275001991e+41 -15.550398487 -14.5760072692 -14.6288985199 -14.5592353451 -14.719662265 -14.5872543108
0.566666553908 0.9425 4.0 3.51630279758e+41 -15.4864014108 -14.5563402633 -14.6530428085 -14.535253256 -14.7328952553 -14.3067934873
0.566666553908 1.1519 4.0 4.30692477619e+41 -15.6488063656 -14.7375962969 -14.8010522263 -14.6901117186 -14.8147193719 -14.5307725478
0.566666553908 1.3614 4.0 6.0472432874e+41 -15.936491023 -15.0138519562 -15.0465944291 -14.8944456007 -15.1749854251 -14.9688527275
0.566666553908 1.5708 4.0 9.456010739e+41 -16.3715276642 -15.3129658538 -15.4070829333 -15.2092181481 -15.430652731 -15.2164701979
0.566666553908 1.7802 4.0 1.24558739697e+42 -16.6153312838 -15.6378858128 -15.5416108611 -15.3415728012 -15.5530033706 -15.3357112923
0.566666553908 1.9897 4.0 1.52416180701e+42 -16.8545060296 -15.8016423859 -15.7332952342 -15.5704338084 -15.6250422418 -15.356136996
